season,date,game,brand,asset,exposure,duration,qimv,exposure_impressions,sponsorship_impressions,qi_sponsorship_impressions
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Upper Bowl LED,3,7,717,504235,39218,13585
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller,Upper Bowl LED,2,2,188,336157,11205,3566
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller Lite,Upper Bowl LED,3,8,758,504235,44821,14368
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Stanchion,25,202,10394,4201960,1131728,197006
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Citizens Financial,Stanchion,25,210,10443,4201960,1176549,197938
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Draftkings,Stanchion,10,93,4694,1680784,521043,88964
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Draftkings,Stanchion,164,489,20560,27564858,2739678,389700
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Fan Duel,Stanchion,6,48,2476,1008470,268925,46927
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Fan Duel,Stanchion,185,462,18538,31094504,2588407,351374
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller,Stanchion,15,87,5100,2521176,487427,96673
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller Lite,Stanchion,17,112,6362,2857333,627493,120583
2022-2023,2023-01-18 00:00:00,Buffalo Bills,United Air Lines,Stanchion,7,45,2353,1176549,252118,44600
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Scoreboard,22,91,5190,3697725,509838,98381
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Scoreboard,5,23,1657,840392,128860,31411
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Pole Pad,14,87,7287,1860162,385319,130819
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chevrolet,Pole Pad,2,20,2639,265737,88579,47372
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chevy,Pole Pad,1,7,742,132869,31003,13328
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Citizens,Pole Pad,1,26,2663,132869,115153,47800
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Citizens Financial,Pole Pad,1,12,695,132869,53147,12479
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Fan Duel,Pole Pad,1,14,1526,132869,62005,27400
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller,Pole Pad,1,12,1448,132869,53147,25994
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller Lite,Pole Pad,1,15,1653,132869,66434,29676
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Pole,27,339,24606,4538117,1899286,466392
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chevy,Pole,4,70,4866,672314,392183,92241
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Citizens Financial,Pole,16,154,10839,2689254,862802,205452
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Draftkings,Pole,11,113,7448,1848862,633095,141176
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Fan Duel,Pole,6,56,3935,1008470,313746,74578
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller,Pole,10,128,9392,1680784,717135,178015
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller Lite,Pole,17,159,11901,2857333,890816,225579
2022-2023,2023-01-18 00:00:00,Buffalo Bills,United Air Lines,Pole,13,55,4207,2185019,308144,79748
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Draftkings,Player Tunnel,326,1381,56269,54793558,7737209,1066550
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,Penalty Box,1,6,636,168078,33616,12061
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chase,On-Court,10,24,1112,1680784,134463,21079
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Chevrolet,Lower Bowl LED,1,11,665,132869,48719,11936
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller Lite,Jersey,291,2874,234835,48910814,16101911,4451160
2022-2023,2023-01-18 00:00:00,Buffalo Bills,Miller,Endzone,27,67,5527,4538117,375375,104757
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chevrolet,TVGI,1,13,1617,141083,61136,29033
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Draftkings,Stanchion,122,670,62373,17212102,3150849,1119678
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chase,Pole Pad,9,61,4213,1269745,286868,75620
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chevrolet,Pole Pad,1,7,592,141083,32919,10620
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chevy,Pole Pad,1,21,2414,141083,98758,43335
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Delta,Pole Pad,2,36,1948,282166,169299,34966
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Fan Duel,Pole Pad,1,13,1461,141083,61136,26233
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Miller Lite,Pole Pad,1,16,988,141083,75244,17728
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chase,Player Tunnel,56,632,44917,7900637,2972144,806328
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chevy,Player Tunnel,80,315,26685,11286624,1481369,479030
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Citizens Financial,Player Tunnel,19,160,12534,2680573,752442,225008
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Coca-cola,Player Tunnel,22,216,15437,3103822,1015796,277118
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Draftkings,Player Tunnel,12,185,12993,1692994,870011,233242
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Fan Duel,Player Tunnel,25,224,16044,3527070,1053418,288013
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Miller Lite,Player Tunnel,37,311,23949,5220064,1462558,429923
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Verizon,Player Tunnel,37,141,11737,5220064,663089,210692
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chase,Player Seatbacks,111,534,42051,15660191,2511274,754868
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Miller Lite,Player Seatbacks,125,511,37713,17635350,2403110,677007
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chase,On-Court,289,1195,159701,82452162,11364514,3357348
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Citizens Financial,On-Court,226,680,93577,64478162,6466836,1967249
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chase,LED,68,133,13810,19400509,1264837,290314
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Chevy,LED,25,73,6539,7132540,694234,137463
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Citizens Financial,LED,30,67,4902,8559048,637174,103055
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Coca-cola,LED,64,129,12034,18259302,1226797,252987
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Draftkings,LED,27,60,6302,7703143,570603,132475
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Fan Duel,LED,28,60,4979,7988445,570603,104676
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Miller Lite,LED,58,110,10057,16547493,1046106,211420
2022-2023,2023-01-19 00:00:00,Buffalo Bills,Miller,Jersey,336,882,62216,95861338,8387867,1307958
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevy,Virtual Branding,1,3,400,110441,11044,7176
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Coca-cola,Virtual Branding,1,1,126,110441,3681,2259
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevrolet,TVGI,1,7,369,110441,25770,6620
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chase,Pole Pad,4,16,3281,441763,58902,58902
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chase,Pole Pad,14,113,6770,1546171,415994,121537
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevrolet,Pole Pad,2,20,2035,220882,73627,36537
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevrolet,Pole Pad,3,12,2461,331322,44176,44176
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevy,Pole Pad,1,11,962,110441,40495,17263
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Citizens Financial,Pole Pad,2,8,1641,220882,29451,29451
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Citizens Financial,Pole Pad,1,12,570,110441,44176,10227
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Fan Duel,Pole Pad,1,4,820,110441,14725,14725
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Fan Duel,Pole Pad,1,14,1222,110441,51539,21935
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Vizzy Seltzer,Pole Pad,1,4,820,110441,14725,14725
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Chevrolet,Lower Bowl LED,1,11,1095,110441,40495,19648
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Citizens,Endzone,144,1325,75065,15903472,4877801,1347515
2022-2023,2023-01-20 00:00:00,Pittsburgh Pirates,Citizens Financial,Endzone,146,883,51301,16124354,3250640,920917
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chevy,Virtual Branding,1,2,112,47183,3146,2008
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chase,TVGI,1,4,99,47183,6291,1780
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chevrolet,TVGI,1,7,153,47183,11009,2740
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chase,Pole Pad,3,12,1051,141550,18873,18873
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chase,Pole Pad,11,58,1633,519016,91221,29313
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chevrolet,Pole Pad,4,16,1402,188733,25164,25164
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chevrolet,Pole Pad,2,19,822,94367,29883,14761
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Chevy,Pole Pad,1,8,296,47183,12582,5312
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Citizens Financial,Pole Pad,2,8,701,94367,12582,12582
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Citizens Financial,Pole Pad,3,14,609,141550,22019,10939
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Fan Duel,Pole Pad,1,14,530,47183,22019,9510
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Fan Duel,Pole Pad,1,4,350,47183,6291,6291
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Vizzy Seltzer,Pole Pad,1,4,350,47183,6291,6291
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Citizens,Endzone,171,1496,37910,8068344,2352874,680542
2022-2023,2023-01-22 00:00:00,Carolina Panthers,Citizens Financial,Endzone,158,834,22245,7454961,1311696,399331
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,Virtual Branding,1,6,918,132774,26555,16483
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller Lite,Virtual Branding,1,19,1042,132774,84090,18702
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chevrolet,TVGI,2,24,2799,265547,106219,50249
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Draftkings,Stanchion,121,672,58203,16065621,2974131,1044830
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,Scoreboard,2,2,133,289409,9647,2338
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,Pole Pad,17,63,4479,2257153,278825,80396
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Coca-cola,Pole Pad,1,13,1450,132774,57535,26029
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Delta,Pole Pad,1,14,866,132774,61961,15552
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Fan Duel,Pole Pad,1,14,1497,132774,61961,26866
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,Player Tunnel,71,632,43446,9426935,2797100,779913
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chevy,Player Tunnel,103,415,32963,13675694,1836703,591730
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Citizens Financial,Player Tunnel,26,192,13835,3452117,849752,248364
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Coca-cola,Player Tunnel,13,172,11817,1726058,761236,212126
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Draftkings,Player Tunnel,24,163,11136,3186569,721404,199904
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Fan Duel,Player Tunnel,38,278,20275,5045402,1230370,363971
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller Lite,Player Tunnel,37,277,21172,4912628,1225944,380063
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Verizon,Player Tunnel,29,87,6424,3850438,385044,115311
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,Player Seatbacks,127,506,38792,16862263,2239450,696363
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller Lite,Player Seatbacks,126,547,37488,16729490,2420908,672953
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Coca-cola,Penalty Box,2,2,140,289409,9647,2461
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,On-Court,312,1323,107424,45147818,6381470,1891083
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Citizens Financial,On-Court,267,758,62139,38636114,3656202,1093898
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chase,LED,123,211,13084,17798659,1017755,230339
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Chevy,LED,41,76,4251,5932886,366585,74843
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Citizens Financial,LED,43,184,7268,6222295,887521,127953
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Coca-cola,LED,118,313,14934,17075136,1509751,262906
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Draftkings,LED,53,90,5650,7669341,434114,99455
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Fan Duel,LED,51,149,6999,7379932,718699,123210
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller Lite,LED,94,239,12012,13602227,1152813,211465
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller Lite,LED,1,6,343,144705,28941,6034
2022-2023,2023-01-23 00:00:00,Carolina Panthers,Miller,Jersey,304,835,34263,43990182,4027610,603160
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Virtual Branding,4,12,2086,621423,62142,37440
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevy,Virtual Branding,1,3,596,155356,15536,10692
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Upper Bowl LED,2,11,714,501200,91887,16343
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller,Upper Bowl LED,3,4,439,751801,33413,10054
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller Lite,Upper Bowl LED,1,1,107,250600,8353,2448
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Stanchion,28,241,13991,7016806,2013155,320243
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Citizens Financial,Stanchion,18,121,7571,4510804,1010754,173288
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Draftkings,Stanchion,15,106,6657,3759003,885454,152380
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Draftkings,Stanchion,225,742,37844,56385045,6198178,866225
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Fan Duel,Stanchion,12,88,5546,3007202,735094,126951
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Fan Duel,Stanchion,201,801,39494,50370640,6691025,903985
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller,Stanchion,13,80,5028,3257803,668267,115081
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller Lite,Stanchion,16,117,7314,4009603,977341,167415
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,United Air Lines,Stanchion,7,47,2969,1754201,392607,67960
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Scoreboard,19,62,4215,4761404,517907,96490
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevy,Scoreboard,2,4,400,501200,33413,9162
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Pole Pad,26,243,27633,4039251,1258382,496054
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevrolet,Pole Pad,2,19,2522,310712,98392,45272
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevy,Pole Pad,2,14,1919,310712,72499,34448
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Citizens Financial,Pole Pad,3,16,1531,466067,82856,27488
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Fan Duel,Pole Pad,1,14,1815,155356,72499,32574
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chase,Pole,26,359,32289,6515605,2998849,739078
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevy,Pole,5,36,3626,1253001,300720,82999
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Citizens Financial,Pole,7,118,9703,1754201,985694,222086
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Draftkings,Pole,20,167,16188,5012004,1395008,370538
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Fan Duel,Pole,12,117,9761,3007202,977341,223420
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller,Pole,6,122,10432,1503601,1019107,238775
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller Lite,Pole,14,168,15018,3508403,1403361,343742
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,United Air Lines,Pole,5,65,5529,1253001,542967,126566
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Draftkings,Player Tunnel,211,478,24310,52876642,3992897,556446
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Chevrolet,Lower Bowl LED,1,11,1590,155356,56964,28539
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller Lite,Jersey,291,2825,281377,72924658,23598186,6440576
2022-2023,2023-01-24 00:00:00,Tampa Bay Lightning,Miller,Endzone,26,58,6196,6515605,484494,141829
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chevy,Virtual Branding,1,3,510,142990,14299,9154
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chevrolet,TVGI,2,20,2688,285981,95327,48254
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Coca-cola,TVGI,1,13,1555,142990,61962,27914
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Fan Duel,TVGI,1,13,1489,142990,61962,26724
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,TVGI,1,14,1727,142990,66729,30996
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Draftkings,Stanchion,116,652,61728,16586872,3107655,1108095
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,Stanchion,3,34,2675,428971,162056,48021
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,Scoreboard,1,29,3130,174911,169080,59990
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chase,Pole Pad,7,42,2933,1000932,200186,52646
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chevy,Pole Pad,1,21,2299,142990,100093,41268
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Citizens Financial,Pole Pad,2,3,394,285981,14299,7081
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Coca-cola,Pole Pad,1,14,995,142990,66729,17863
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Delta,Pole Pad,1,16,1026,142990,76261,18410
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,Pole Pad,6,25,2389,857942,119159,42884
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chase,Player Tunnel,66,606,46382,9437358,2888404,832619
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chevy,Player Tunnel,96,376,33240,13727066,1792145,596698
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Citizens Financial,Player Tunnel,19,152,12390,2716815,724484,222419
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Coca-cola,Player Tunnel,23,157,11493,3288776,748316,206309
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Draftkings,Player Tunnel,24,181,13644,3431767,862708,244926
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Fan Duel,Player Tunnel,42,263,20806,6005591,1253548,373495
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,Player Tunnel,28,265,20707,4003728,1263081,371711
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Verizon,Player Tunnel,30,84,6835,4289708,400373,122705
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chase,Player Seatbacks,132,501,41317,18874716,2387938,741688
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,Player Seatbacks,119,499,36620,17015842,2378405,657371
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chase,On-Court,324,1255,116179,56671017,7317091,2226836
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Citizens Financial,On-Court,258,721,67563,45126921,4203683,1295006
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chase,LED,81,180,11473,14167754,1049463,219900
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Chevy,LED,38,103,5837,6646601,600526,111875
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Citizens Financial,LED,38,104,4972,6646601,606357,95307
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Coca-cola,LED,89,273,14415,15567039,1591686,276293
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Draftkings,LED,29,54,3601,5072406,314839,69030
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Fan Duel,LED,39,94,5014,6821511,548053,96099
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller Lite,LED,82,190,11398,14342665,1107767,218467
2022-2023,2023-01-27 00:00:00,Tampa Bay Lightning,Miller,Jersey,288,664,31845,50374237,3871353,610380
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Chase,Upper Bowl LED,5,6,865,8844121,353765,98417
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Draftkings,Scoreboard,2,2,280,3537648,117922,31862
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Chevrolet,Pole Pad,2,30,4237,3393898,1696949,622645
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Chevrolet,Pole,44,160,26619,77828263,9433729,3029837
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Miller,Jersey,15,47,6246,26532363,2771158,710914
2022-2023,2023-01-31 00:00:00,St. Louis Blues,Miller,Endzone,39,138,19619,68984143,8136591,2233111
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Chevy,Virtual Branding,1,3,551,146211,14621,9989
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Chase,Upper Bowl LED,10,27,2811,2073430,186609,47753
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Citizens Financial,Upper Bowl LED,3,7,955,622029,48380,16224
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Miller,Upper Bowl LED,2,2,205,414686,13823,3488
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Chase,Stanchion,13,108,7654,2695459,746435,130025
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Citizens Financial,Stanchion,11,106,7060,2280773,732612,119927
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Draftkings,Stanchion,5,34,2356,1036715,234989,40020
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Draftkings,Stanchion,248,554,37629,51421064,3828934,639229
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Fan Duel,Stanchion,2,9,885,414686,62203,15028
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Fan Duel,Stanchion,178,388,24358,36907054,2681636,413776
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Miller,Stanchion,3,35,2206,622029,241900,37481
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Miller Lite,Stanchion,6,62,4245,1244058,428509,72110
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,United Air Lines,Stanchion,1,6,502,207343,41469,8526
2022-2023,2023-02-02 00:00:00,Carolina Hurricanes,Chase,Scoreboard,6,50,4085,1244058,345572,69396
